system:index,Air_Temp,LST,L_NDVI,NDBI,NDWI,Relative_Humidity,S2_NDVI,Wind_Speed,.geo
1330,18.178475316365564,31.742474180000045,0.16819138861561378,0.0791642206422716,-0.23766291959710892,64.33165852586,0.07882814859559045,3.0367836134203143,"{""type"":""Point"",""coordinates"":[77.61610646225327,13.019679096044387]}"
1331,18.079354222615564,29.39087642000004,0.5366430588023113,-0.09995332532250219,-0.5723969535004224,65.82244784811813,0.4953271028037383,3.078370231760757,"{""type"":""Point"",""coordinates"":[77.68281728497504,13.120169475007293]}"
1332,19.11906776428225,33.91633490000004,0.4170186463376944,0.1006218165412353,-0.5315666406858924,62.28048726827334,0.46999627282892287,2.8733089733618686,"{""type"":""Point"",""coordinates"":[77.48524747707982,12.8083244477018]}"
1333,18.77092323303225,28.86450134000006,0.746658863485911,-0.2678965658929306,-0.6979192897046342,62.60771955682329,0.7482774460266421,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.5061241331962,12.94879045059785]}"
1334,19.11906776428225,31.94755538000004,0.6290364696666375,-0.07649214027297666,-0.6064270816345798,62.28048726827334,0.5790155440414507,2.8733089733618686,"{""type"":""Point"",""coordinates"":[77.50125027448962,12.80821807722184]}"
1336,18.77092323303225,33.38995982000006,0.5250432071571385,-0.006891228227186851,-0.5435999897099052,62.60771955682329,0.5880306193458594,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.46702237909517,12.859390743255485]}"
1337,18.079354222615564,33.73517984,0.38433149381871123,0.11957905176451132,-0.4761931156809489,65.82244784811813,0.2985959438377535,3.078370231760757,"{""type"":""Point"",""coordinates"":[77.69406197319996,13.099935597784517]}"
1338,18.33977088928225,32.22783302000005,0.1736766464658646,0.05786017393549221,-0.22571029734353515,64.03543207444856,0.07498424700693132,2.992261602896399,"{""type"":""Point"",""coordinates"":[77.57048539082409,12.897725351447468]}"
1339,18.77092323303225,35.58774668000001,0.44987669432793914,0.13624664879356568,-0.5155991269004967,62.60771955682329,0.4308715435771789,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.46688107651919,12.922722158702324]}"
1340,18.543546930948935,30.928985420000004,0.18757652036788547,-0.011748998664886592,-0.2615150916109165,62.90115217725584,0.09158249158249158,2.984148439590686,"{""type"":""Point"",""coordinates"":[77.52333525226983,13.006786434729126]}"
1341,18.079354222615564,29.924087540000016,0.07300230020463186,0.05504304080491891,-0.14569812896125098,65.82244784811813,0.027519591762347365,3.078370231760757,"{""type"":""Point"",""coordinates"":[77.69791749038946,13.118431569254902]}"
1342,18.079354222615564,32.039841920000015,0.3682220145229707,0.03760455543081388,-0.4786101658042359,65.82244784811813,0.3103064066852368,3.078370231760757,"{""type"":""Point"",""coordinates"":[77.69491771218286,13.119499382641301]}"
1344,18.079354222615564,31.88603102000002,0.616206555339925,-0.15698667296319288,-0.6076606134594844,65.82244784811813,0.73215859030837,3.078370231760757,"{""type"":""Point"",""coordinates"":[77.69923878174143,13.05113911707125]}"
1345,19.11906776428225,32.01249776000003,0.3382476832350463,-0.0026035502958579307,-0.4233503062886093,62.28048726827334,0.23662618969478175,2.8733089733618686,"{""type"":""Point"",""coordinates"":[77.50421739904809,12.815629385780017]}"
1346,18.77092323303225,31.352819899999986,0.5466738290387982,-0.06412885381148811,-0.5819538477898692,62.60771955682329,0.6080977845683728,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.54643554144873,12.868497633994938]}"
1347,18.77092323303225,30.799100660000022,0.25525249905225567,-2.6233991303029747E-4,-0.31741843615194526,62.60771955682329,0.09917119176907688,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.47661165240632,12.938543028168802]}"
1348,18.079354222615564,30.91531334000001,0.685514918190568,-0.16345376634593037,-0.6499952890926792,65.82244784811813,0.6734932709186658,3.078370231760757,"{""type"":""Point"",""coordinates"":[77.6799182116896,13.051580943496218]}"
1349,18.77092323303225,33.1472804,0.33401545430322416,-0.10486917834822218,-0.38838171512240577,62.60771955682329,0.12343032159264931,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.46836528863358,12.902012362877784]}"
1351,18.33977088928225,29.975357840000015,0.684937986732045,-0.28979325084563146,-0.6793965110796795,64.03543207444856,0.6398601398601399,2.992261602896399,"{""type"":""Point"",""coordinates"":[77.60015677556136,12.892461718671345]}"
1352,18.345793024698935,31.94755538000004,0.7492560106507948,-0.3296079408897785,-0.7232766269336112,64.89503711773511,0.6411483253588517,2.935192618336431,"{""type"":""Point"",""coordinates"":[77.74571251618852,12.835153840514149]}"
1353,18.543546930948935,32.17656271999999,0.35113848861511393,0.010632128358785907,-0.4531172364840887,62.90115217725584,0.2503576537911302,2.984148439590686,"{""type"":""Point"",""coordinates"":[77.51467865646035,12.998227757930051]}"
1354,18.079354222615564,30.87087908000001,0.33393747168101484,0.048048097422491214,-0.4095497776479372,65.82244784811813,0.44726383369000305,3.078370231760757,"{""type"":""Point"",""coordinates"":[77.6553270813392,13.120185573708843]}"
1355,18.23601112365725,31.889449040000045,0.23862344446151487,-0.061248667219523704,-0.3009528573618517,65.39613749133562,0.15965924704589174,2.988557521308597,"{""type"":""Point"",""coordinates"":[77.70198215077143,12.865013011223553]}"
1356,18.17033729553225,31.038362060000054,0.13260725640410034,0.06253086196721716,-0.20987308914846153,64.52942736293296,0.06376195536663125,3.0582498735863313,"{""type"":""Point"",""coordinates"":[77.62744037636008,13.102719198964424]}"
1357,18.178475316365564,30.894805220000023,0.6017861367400049,-0.17005205895694878,-0.5702869070282075,64.33165852586,0.6140717520027865,3.0367836134203143,"{""type"":""Point"",""coordinates"":[77.58622718657354,12.978499365909524]}"
1358,18.77092323303225,29.81812892000005,0.17594972864895733,0.02480947476828018,-0.4443961407924342,62.60771955682329,0.0818739054290718,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.52112742563395,12.865236723972592]}"
1359,18.23601112365725,32.74737206000003,0.18445807770961145,-0.03616880587686484,-0.25424323494583567,65.39613749133562,0.3339975093399751,2.988557521308597,"{""type"":""Point"",""coordinates"":[77.70350020754246,12.87569649353611]}"
1360,18.33977088928225,30.535913120000032,0.29789742767396443,-0.01410672169811316,-0.3699669441236211,64.03543207444856,0.21680770353078493,2.992261602896399,"{""type"":""Point"",""coordinates"":[77.56089665501332,12.93799784558032]}"
1361,18.079354222615564,30.105242599999997,0.49054369934124653,-0.19033910118488434,-0.4643821112751457,65.82244784811813,0.26203664252236897,3.078370231760757,"{""type"":""Point"",""coordinates"":[77.65346323188056,13.051511391498636]}"
1362,18.77092323303225,27.606669979999992,0.7901955586718771,-0.28108822557550406,-0.7035102279939464,62.60771955682329,0.8175582990397805,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.50259393198593,12.857141538498333]}"
1363,18.23601112365725,30.70681411999999,0.5701875562065992,-0.18402673396765923,-0.570828348034169,65.39613749133562,0.4858681022880215,2.988557521308597,"{""type"":""Point"",""coordinates"":[77.72542067943448,12.875197734323748]}"
1364,18.23601112365725,31.47586862000003,0.2155366045178137,0.0680704505362193,-0.285515643105446,65.39613749133562,0.10382945124358468,2.988557521308597,"{""type"":""Point"",""coordinates"":[77.6554766296596,12.898998658566622]}"
1366,18.23601112365725,31.47586862000003,0.13477948950309612,-0.011102326442040707,-0.17770266960568204,65.39613749133562,0.018990775908844276,2.988557521308597,"{""type"":""Point"",""coordinates"":[77.66463322260071,12.854291632241209]}"
1367,18.77092323303225,28.36205240000004,0.7157522938533736,-0.1878303396393713,-0.6526340137627942,62.60771955682329,0.7074492099322799,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.50539500151137,12.945735038774407]}"
1368,18.77092323303225,36.64733288000002,0.3958881728238177,0.04257372320335361,-0.4819555755424571,62.60771955682329,0.48609339117121714,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.45196180713124,12.922605473426355]}"
1369,18.12785682678225,29.531015239999988,0.7801688347633546,-0.3005586027348786,-0.7180540251761326,65.54639981076248,0.8308248043347382,3.042692733145983,"{""type"":""Point"",""coordinates"":[77.73723259310331,12.980693196063395]}"
1370,18.77092323303225,30.170184980000045,0.6343254242330866,-0.14007857089911788,-0.6445128731502866,62.60771955682329,0.6936005171299289,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.52295475509071,12.853457004460347]}"
1371,18.42692909240725,33.871900640000035,0.4287086272765148,-0.08003736821032958,-0.4880043540296838,63.215962152773066,0.4484356894553882,3.0261659658319164,"{""type"":""Point"",""coordinates"":[77.45027826282671,13.110849025573792]}"
1372,18.33977088928225,31.920211220000056,0.1453088913154819,0.08949135354807979,-0.18917183392531045,64.03543207444856,0.020926243567753,2.992261602896399,"{""type"":""Point"",""coordinates"":[77.55714107022852,12.909722641281148]}"
1373,18.33977088928225,28.70727241999998,0.6237041155552467,-0.2396453759589662,-0.6298303035235708,64.03543207444856,0.856917885264342,2.992261602896399,"{""type"":""Point"",""coordinates"":[77.6286347436122,12.873170238966203]}"
1374,18.23601112365725,28.21507754000004,0.7735505907054459,-0.4008981389020281,-0.6798358635370568,65.39613749133562,0.8129857107044371,2.988557521308597,"{""type"":""Point"",""coordinates"":[77.7269040790781,12.94806095308343]}"
1375,18.23601112365725,31.91679320000003,0.4597799916624837,-0.09929845917288654,-0.4951811638404294,65.39613749133562,0.4139968895800933,2.988557521308597,"{""type"":""Point"",""coordinates"":[77.73461920177088,12.888082773813501]}"
1376,18.12785682678225,27.452859080000053,0.6991618638983328,-0.31965095098911345,-0.6585300929006841,65.54639981076248,0.6703770197486535,3.042692733145983,"{""type"":""Point"",""coordinates"":[77.66116967637349,12.98520343327422]}"
1377,18.42692909240725,32.333791640000015,0.3762685454459974,0.04196549628313622,-0.5019937256281702,63.215962152773066,0.3378413524057217,3.0261659658319164,"{""type"":""Point"",""coordinates"":[77.49854949414454,13.095686299710296]}"
1378,18.42692909240725,30.96316562000004,0.6404274799763023,-0.13391019470400853,-0.6304918057860405,63.215962152773066,0.6852229670649956,3.0261659658319164,"{""type"":""Point"",""coordinates"":[77.47669689253104,13.126060612812857]}"
1379,18.42692909240725,32.074022119999995,0.33003711908918865,0.041742862277094714,-0.4177868487109109,63.215962152773066,0.3745661091827075,3.0261659658319164,"{""type"":""Point"",""coordinates"":[77.52697500590801,13.10608602189616]}"
