Cluster_ID,Dominant_Locality,Localities,Center_Latitude,Center_Longitude,Total_Cells,Cluster_Area_km2,High_Cells,Very_High_Cells,Mean_Median_LST,Maximum_LST,Mean_Heat_Score,Maximum_Heat_Score,Mean_Hot_Frequency,Mean_Tree_Probability,Mean_Built_Probability,Average_Greening_Percent,Total_Trees_To_Plant,Tree_Canopy_Target_m2,Non_Tree_Cooling_Area_m2,Strong_Cells,Moderate_Reliability_Cells,Limited_Cells,Model_Only_Cells,Dominant_Planning_Reliability,Mean_Hot_Frequency_Percent,Mean_Tree_Probability_Percent,Mean_Built_Probability_Percent,Cluster_Rank_Score,Cluster_Rank,Area_Score,Mean_Heat_Score_Normalized,Maximum_Heat_Score_Normalized,Very_High_Share,Very_High_Count_Score,Hot_Frequency_Score,Evidence_Score,Final_Intensity_Score,Planning_Significance_Score,Intensity_Rank,Planning_Rank,Planning_Category
25,Sadashiva Nagara,"Sadashiva Nagara, Kuvempu Ward, Gangenahalli, Jaya Chamarajendra Nagara, Manorayanapalya",13.018026110911483,77.5842520701914,6,6,5,1,37.09298856935002,44.82737252420001,51.25431490153401,55.74651417319316,0.3166666666666666,0.0353112525384251,0.7025120623972422,12.182314178052389,10496,314771.8786545632,416166.97202858,3,3,0,0,Moderate,31.666666666666664,3.5311252538425157,70.25120623972421,45.0010702489886,53,0.30122582034293405,0.06810160672079447,0.21103834392941623,0.16666666666666666,0.16730017881017414,0.18421052631578935,0.875,14.184233393382971,26.44729902335945,55,34,Localized
51,Bagaluru,"Bagaluru, Huvinayakanahalli",13.128817822493712,77.67643868149153,2,2,1,1,40.31215955915,45.55060846610001,54.72797038206471,58.80707313148218,0.5333333333333333,0.0587414291221648,0.1833290584618225,13.2671019103246,7519,225540.7324755182,39801.30573097379,0,2,0,0,Moderate,53.333333333333336,5.87414291221648,18.33290584618225,54.996021621466326,31,0.09749375012019273,0.20421360247417353,0.3147101730259899,0.5,0.16730017881017414,0.5263157894736842,0.75,34.062614214090374,26.26534775428948,36,35,Localized
36,Vittasandra,Vittasandra,12.84584980237154,77.62112671471144,2,2,1,1,39.036934749875016,47.124760487,56.87242985077813,64.27063973281936,0.3928571428571428,0.0338488007639024,0.5580494631092874,14.012596872609656,4672,140125.96872609653,140125.96872609653,0,1,1,0,Moderate,39.285714285714285,3.38488007639024,55.80494631092874,54.51739622319786,33,0.09749375012019273,0.28824227478632247,0.4997802699171241,0.5,0.16730017881017414,0.3045112781954886,0.575,37.61442330329078,25.82857705666184,31,36,Localized
10,Dasenahalli,Dasenahalli,13.146784045993533,77.47823746719624,1,1,0,1,40.71698130290005,42.63264479210002,58.53096077568528,58.53096077568528,0.5,0.065645937458612,0.6492287145229056,16.89111894879852,2816,84455.59474399261,84455.59474399261,0,1,0,0,Moderate,50.0,6.5645937458612,64.92287145229056,60.9716725429797,17,0.0,0.3532302839521941,0.3053572824750329,1.0,0.16730017881017414,0.4736842105263158,0.75,46.236827630489906,25.701024185260856,19,37,Localized
18,Vaddarapalya,"Vaddarapalya, Agara",12.829380764163371,77.51511211171628,3,3,2,1,40.23444517775002,44.4609266,53.76665332690049,56.08033752165667,0.4722222222222221,0.0822274266780974,0.3285152834335652,12.40817270688154,9258,277706.37181251834,94538.8093939278,0,3,0,0,Moderate,47.22222222222221,8.222742667809742,32.85152834335652,50.99285615529717,43,0.16666666666666669,0.1665452776608639,0.2223461075118249,0.3333333333333333,0.16730017881017414,0.42982456140350855,0.75,25.816955022300352,25.6986158185741,45,38,Localized
55,Yamalur,Yamalur,12.940172475745598,77.68104801205654,1,1,0,1,41.756614811150015,44.57146536680004,58.43510475988722,58.43510475988722,0.5,0.0262168614426627,0.400379202561453,16.52920831528755,3857,115704.45820701288,49587.62494586267,0,1,0,0,Moderate,50.0,2.62168614426627,40.0379202561453,60.90457333192105,18,0.0,0.3494742541189625,0.3021103041867104,1.0,0.16730017881017414,0.4736842105263158,0.75,46.005411979952584,25.593433805712994,20,39,Localized
3,Heggadadevanapura,"Heggadadevanapura, Madanayakanahalli",13.061444484369384,77.4551908143712,2,2,1,1,38.278266758150025,44.879804951000025,56.76624823914776,63.276270555129486,0.3928571428571428,0.0342960797334994,0.6970198940252877,14.257347598577187,3884,116513.41132194908,168633.54064959468,0,1,1,0,Limited,39.285714285714285,3.429607973349945,69.70198940252878,54.22102220354172,34,0.09749375012019273,0.2840816459754559,0.4660975103776719,0.5,0.16730017881017414,0.3045112781954886,0.575,36.605929162369804,25.408536885049987,34,40,Localized
46,Byyappanahalli,Byyappanahalli,13.128817822493712,77.65339202866649,1,1,0,1,41.42348603690002,43.62113617610002,55.876188134988645,55.876188134988645,0.6666666666666666,0.084743388928473,0.1049200035631656,15.62126755500643,4427,132780.77421755466,23431.90133250965,0,1,0,0,Moderate,66.66666666666666,8.4743388928473,10.49200035631656,62.44666502782539,13,0.0,0.24920545926189952,0.21543085424820207,1.0,0.16730017881017414,0.7368421052631579,0.75,45.090831831944186,25.352842356555072,21,41,Localized
41,Kogilu,Kogilu,13.110851598993891,77.63495470640646,1,1,0,1,39.70602498245002,43.05935040890003,57.84696902795248,57.84696902795248,0.5,0.0328330054180696,0.6961617270717397,17.084456059020948,2848,85422.28029510473,85422.28029510473,0,1,0,0,Moderate,50.0,3.28330054180696,69.61617270717397,60.49287831956674,19,0.0,0.3264286962920013,0.2821880913106635,1.0,0.16730017881017414,0.4736842105263158,0.75,44.585534344972956,24.933300520413304,22,42,Localized
61,Chokkanahalli,Chokkanahalli,13.119834710743802,77.69948533431655,1,1,0,1,40.80698631455002,43.90202905969999,56.89769500984092,56.89769500984092,0.5,0.085679487325251,0.2464207697194069,15.94109400831133,4517,135499.2990706463,23911.641012467007,0,1,0,0,Moderate,50.0,8.567948732525101,24.64207697194069,59.82838650688865,20,0.0,0.28923226681124764,0.2500328624414584,1.0,0.16730017881017414,0.4736842105263158,0.75,42.293796444012685,23.86781964210618,27,43,Localized
53,Rayasandra,Rayasandra,12.877290693496228,77.68104801205654,1,1,0,1,38.636005276400034,42.93380653430004,56.40047102477182,56.40047102477182,0.5,0.0303333718329667,0.6651232071453705,16.979773208589584,2830,84898.86604294792,84898.86604294792,0,1,0,0,Moderate,50.0,3.0333371832966702,66.51232071453705,59.48032971734027,21,0.0,0.26974900218597614,0.23319014818392314,1.0,0.16730017881017414,0.4736842105263158,0.75,41.09339800256344,23.3097272070254,28,44,Localized
13,Hemmigepura,Hemmigepura,12.886273805246136,77.48745612832626,1,1,0,1,38.84887101695003,46.67691441650001,56.19531293868878,56.19531293868878,0.5,0.067612147075124,0.4980769047979265,16.49459359044601,3849,115462.15513312204,49483.78077133803,0,1,0,0,Moderate,50.0,6.7612147075124005,49.80769047979265,59.33671905708215,22,0.0,0.26171007123896134,0.2262407267455362,1.0,0.16730017881017414,0.4736842105263158,0.75,40.59810522872318,23.079454373701232,30,45,Localized
35,Amruthahalli,Amruthahalli,13.06593604024434,77.60729872301643,1,1,0,1,38.89592860730002,47.42224785770004,56.72855216254054,56.72855216254054,0.3333333333333333,0.0279322753194719,0.7238339281175286,17.119483249945443,1998,59918.19137480905,111276.6411246454,0,1,0,0,Moderate,33.33333333333333,2.79322753194719,72.38339281175286,56.37665318044504,29,0.0,0.2826045598775862,0.2443034030200864,1.0,0.16730017881017414,0.21052631578947364,0.75,36.62229378639508,21.046391961850812,33,46,Localized
30,Sampangirama Nagar,"Sampangirama Nagar, Vasanth Nagar, Rajamahal, S.K Garden",12.99407114624506,77.5888614007564,4,4,4,0,40.01329216287502,43.18844902430001,53.41172467908072,54.81253860104614,0.3166666666666666,0.049396953138057,0.6253694042097777,11.148530226918927,6874,206136.6830022922,239804.526074465,0,4,0,0,Moderate,31.666666666666664,4.93969531380571,62.53694042097777,44.0717440891812,56,0.22032134914789372,0.15263772497592806,0.17940132689572674,0.0,0.0,0.18421052631578935,0.75,14.274752697746079,20.798513506070538,53,47,Localized
